Transporter,Transporter_Superfamily
1.A.24.2.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.24.2.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.25.1.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.10,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.11,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.12,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.13,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.14,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.15,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.2,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.3,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.4,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.5,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.6,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.7,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.8,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.1.9,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.2,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.3,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.2.4,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.2,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.3,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.4,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.5,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.6,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.25.3.7,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.27.1.1,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.2,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.3,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.4,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.5,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.6,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.7,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.1.8,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.2.1,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.2.2,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.2.3,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.2.4,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.2.5,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.3.1,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.3.2,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.3.3,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.3.4,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.27.3.5,Phospholemman/SIMP/Viroporin (PSV) Superfamily
1.A.28.1.1,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.1.2,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.1.3,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.1.4,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.1.5,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.1.6,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.1.7,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.28.2.1,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily
1.A.3.1.1,VIC Superfamily
1.A.3.1.10,VIC Superfamily
1.A.3.1.11,VIC Superfamily
1.A.3.1.2,VIC Superfamily
1.A.3.1.3,VIC Superfamily
1.A.3.1.4,VIC Superfamily
1.A.3.1.5,VIC Superfamily
1.A.3.1.6,VIC Superfamily
1.A.3.1.7,VIC Superfamily
1.A.3.1.8,VIC Superfamily
1.A.3.1.9,VIC Superfamily
1.A.3.2.1,VIC Superfamily
1.A.3.2.10,VIC Superfamily
1.A.3.2.11,VIC Superfamily
1.A.3.2.12,VIC Superfamily
1.A.3.2.13,VIC Superfamily
1.A.3.2.14,VIC Superfamily
1.A.3.2.16,VIC Superfamily
1.A.3.2.17,VIC Superfamily
1.A.3.2.2,VIC Superfamily
1.A.3.2.3,VIC Superfamily
1.A.3.2.4,VIC Superfamily
1.A.3.2.5,VIC Superfamily
1.A.3.2.6,VIC Superfamily
1.A.3.2.7,VIC Superfamily
1.A.3.2.8,VIC Superfamily
1.A.3.2.9,VIC Superfamily
1.A.36.1.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.36.1.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.36.1.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.36.1.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.36.1.5,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.36.2.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.36.2.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.4.1.1,VIC Superfamily
1.A.4.1.10,VIC Superfamily
1.A.4.1.11,VIC Superfamily
1.A.4.1.12,VIC Superfamily
1.A.4.1.13,VIC Superfamily
1.A.4.1.14,VIC Superfamily
1.A.4.1.15,VIC Superfamily
1.A.4.1.16,VIC Superfamily
1.A.4.1.2,VIC Superfamily
1.A.4.1.3,VIC Superfamily
1.A.4.1.4,VIC Superfamily
1.A.4.1.5,VIC Superfamily
1.A.4.1.6,VIC Superfamily
1.A.4.1.7,VIC Superfamily
1.A.4.1.8,VIC Superfamily
1.A.4.1.9,VIC Superfamily
1.A.4.10.1,VIC Superfamily
1.A.4.10.2,VIC Superfamily
1.A.4.10.3,VIC Superfamily
1.A.4.2.1,VIC Superfamily
1.A.4.2.10,VIC Superfamily
1.A.4.2.11,VIC Superfamily
1.A.4.2.12,VIC Superfamily
1.A.4.2.13,VIC Superfamily
1.A.4.2.14,VIC Superfamily
1.A.4.2.2,VIC Superfamily
1.A.4.2.3,VIC Superfamily
1.A.4.2.4,VIC Superfamily
1.A.4.2.5,VIC Superfamily
1.A.4.2.6,VIC Superfamily
1.A.4.2.7,VIC Superfamily
1.A.4.2.8,VIC Superfamily
1.A.4.2.9,VIC Superfamily
1.A.4.3.1,VIC Superfamily
1.A.4.3.2,VIC Superfamily
1.A.4.3.3,VIC Superfamily
1.A.4.3.4,VIC Superfamily
1.A.4.3.5,VIC Superfamily
1.A.4.4.1,VIC Superfamily
1.A.4.4.2,VIC Superfamily
1.A.4.4.3,VIC Superfamily
1.A.4.5.1,VIC Superfamily
1.A.4.5.10,VIC Superfamily
1.A.4.5.11,VIC Superfamily
1.A.4.5.12,VIC Superfamily
1.A.4.5.13,VIC Superfamily
1.A.4.5.14,VIC Superfamily
1.A.4.5.2,VIC Superfamily
1.A.4.5.3,VIC Superfamily
1.A.4.5.4,VIC Superfamily
1.A.4.5.5,VIC Superfamily
1.A.4.5.6,VIC Superfamily
1.A.4.5.7,VIC Superfamily
1.A.4.5.8,VIC Superfamily
1.A.4.5.9,VIC Superfamily
1.A.4.6.1,VIC Superfamily
1.A.4.6.2,VIC Superfamily
1.A.4.6.3,VIC Superfamily
1.A.4.6.4,VIC Superfamily
1.A.4.6.5,VIC Superfamily
1.A.4.6.6,VIC Superfamily
1.A.4.6.7,VIC Superfamily
1.A.4.7.1,VIC Superfamily
1.A.4.7.2,VIC Superfamily
1.A.4.7.3,VIC Superfamily
1.A.5.1.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.1.2,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.1.3,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.1.4,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.1.5,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.1.6,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.1.8,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.2.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.2.2,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.2.3,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.2.4,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.2,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.3,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.4,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.5,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.6,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.3.7,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.5.4.1,Leucine-rich Repeat-containing Domain (LRRD) Superfamily
1.A.51.1.1,VIC Superfamily
1.A.51.1.2,VIC Superfamily
1.A.51.1.3,VIC Superfamily
1.A.51.1.4,VIC Superfamily
1.A.51.1.5,VIC Superfamily
1.A.51.1.6,VIC Superfamily
1.A.51.1.7,VIC Superfamily
1.A.51.2.1,VIC Superfamily
1.A.51.2.2,VIC Superfamily
1.A.51.2.3,VIC Superfamily
1.A.52.1.1,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.52.1.2,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.52.1.3,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.52.1.4,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.52.1.5,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.52.2.1,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.52.3.1,Cation Diffusion Facilitator  (CDF) Superfamily
1.A.57.1.1,Viroporin-2
1.A.57.1.2,Viroporin-2
1.A.57.1.3,Viroporin-2
1.A.57.1.4,Viroporin-2
1.A.57.1.5,Viroporin-2
1.A.58.1.1,Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.58.1.2,Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.58.1.3,Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.58.1.4,Influenza A/B Virus M2 Protein (M2) Superfamily
1.A.6.1.1,ENaC/P2X Superfamily
1.A.6.1.10,ENaC/P2X Superfamily
1.A.6.1.11,ENaC/P2X Superfamily
1.A.6.1.12,ENaC/P2X Superfamily
1.A.6.1.13,ENaC/P2X Superfamily
1.A.6.1.14,ENaC/P2X Superfamily
1.A.6.1.15,ENaC/P2X Superfamily
1.A.6.1.16,ENaC/P2X Superfamily
1.A.6.1.17,ENaC/P2X Superfamily
1.A.6.1.18,ENaC/P2X Superfamily
1.A.6.1.2,ENaC/P2X Superfamily
1.A.6.1.3,ENaC/P2X Superfamily
1.A.6.1.4,ENaC/P2X Superfamily
1.A.6.1.5,ENaC/P2X Superfamily
1.A.6.1.6,ENaC/P2X Superfamily
1.A.6.1.7,ENaC/P2X Superfamily
1.A.6.1.8,ENaC/P2X Superfamily
1.A.6.1.9,ENaC/P2X Superfamily
1.A.6.2.1,ENaC/P2X Superfamily
1.A.6.2.2,ENaC/P2X Superfamily
1.A.6.2.3,ENaC/P2X Superfamily
1.A.6.2.4,ENaC/P2X Superfamily
1.A.6.2.5,ENaC/P2X Superfamily
1.A.6.2.6,ENaC/P2X Superfamily
1.A.6.2.7,ENaC/P2X Superfamily
1.A.6.3.1,ENaC/P2X Superfamily
1.A.6.3.2,ENaC/P2X Superfamily
1.A.6.3.3,ENaC/P2X Superfamily
1.A.6.3.4,ENaC/P2X Superfamily
1.A.6.3.5,ENaC/P2X Superfamily
1.A.6.4.1,ENaC/P2X Superfamily
1.A.6.4.2,ENaC/P2X Superfamily
1.A.6.4.3,ENaC/P2X Superfamily
1.A.6.4.4,ENaC/P2X Superfamily
1.A.6.4.5,ENaC/P2X Superfamily
1.A.6.4.6,ENaC/P2X Superfamily
1.A.64.1.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.1.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.2.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.2.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.2.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.3.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.3.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.4.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.4.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.4.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.4.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.5,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.6,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.7,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.5.8,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.6.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.64.6.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.65.1.1,Viroporin-3
1.A.65.1.2,Viroporin-3
1.A.65.1.3,Viroporin-3
1.A.65.1.4,Viroporin-3
1.A.65.1.5,Viroporin-3
1.A.65.1.6,Viroporin-3
1.A.65.1.7,Viroporin-3
1.A.65.1.8,Viroporin-3
1.A.65.1.9,Viroporin-3
1.A.7.1.1,ENaC/P2X Superfamily
1.A.7.1.10,ENaC/P2X Superfamily
1.A.7.1.11,ENaC/P2X Superfamily
1.A.7.1.12,ENaC/P2X Superfamily
1.A.7.1.2,ENaC/P2X Superfamily
1.A.7.1.3,ENaC/P2X Superfamily
1.A.7.1.4,ENaC/P2X Superfamily
1.A.7.1.5,ENaC/P2X Superfamily
1.A.7.1.6,ENaC/P2X Superfamily
1.A.7.1.7,ENaC/P2X Superfamily
1.A.7.1.8,ENaC/P2X Superfamily
1.A.7.1.9,ENaC/P2X Superfamily
1.A.7.2.1,ENaC/P2X Superfamily
1.A.7.2.10,ENaC/P2X Superfamily
1.A.7.2.11,ENaC/P2X Superfamily
1.A.7.2.12,ENaC/P2X Superfamily
1.A.7.2.13,ENaC/P2X Superfamily
1.A.7.2.14,ENaC/P2X Superfamily
1.A.7.2.15,ENaC/P2X Superfamily
1.A.7.2.2,ENaC/P2X Superfamily
1.A.7.2.3,ENaC/P2X Superfamily
1.A.7.2.4,ENaC/P2X Superfamily
1.A.7.2.5,ENaC/P2X Superfamily
1.A.7.2.6,ENaC/P2X Superfamily
1.A.7.2.7,ENaC/P2X Superfamily
1.A.7.2.8,ENaC/P2X Superfamily
1.A.7.2.9,ENaC/P2X Superfamily
1.A.72.1.1,Mercuric Ion Pore (Mer) Superfamily
1.A.72.1.2,Mercuric Ion Pore (Mer) Superfamily
1.A.72.1.3,Mercuric Ion Pore (Mer) Superfamily
1.A.72.2.1,Mercuric Ion Pore (Mer) Superfamily
1.A.72.2.2,Mercuric Ion Pore (Mer) Superfamily
1.A.72.3.1,Mercuric Ion Pore (Mer) Superfamily
1.A.72.3.2,Mercuric Ion Pore (Mer) Superfamily
1.A.72.3.3,Mercuric Ion Pore (Mer) Superfamily
1.A.72.3.4,Mercuric Ion Pore (Mer) Superfamily
1.A.72.3.5,Mercuric Ion Pore (Mer) Superfamily
1.A.72.3.6,Mercuric Ion Pore (Mer) Superfamily
1.A.72.4.1,Mercuric Ion Pore (Mer) Superfamily
1.A.72.4.2,Mercuric Ion Pore (Mer) Superfamily
1.A.72.5.1,Mercuric Ion Pore (Mer) Superfamily
1.A.72.5.2,Mercuric Ion Pore (Mer) Superfamily
1.A.8.1.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.1.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.10,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.11,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.12,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.13,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.14,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.15,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.16,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.17,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.7,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.8,Major Intrinsic Protein (MIP) Superfamily
1.A.8.10.9,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.7,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.8,Major Intrinsic Protein (MIP) Superfamily
1.A.8.11.9,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.10,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.11,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.12,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.13,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.7,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.8,Major Intrinsic Protein (MIP) Superfamily
1.A.8.12.9,Major Intrinsic Protein (MIP) Superfamily
1.A.8.13.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.13.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.13.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.13.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.13.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.13.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.14.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.14.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.14.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.10,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.11,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.7,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.8,Major Intrinsic Protein (MIP) Superfamily
1.A.8.2.9,Major Intrinsic Protein (MIP) Superfamily
1.A.8.3.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.4.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.4.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.4.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.4.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.4.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.4.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.5.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.5.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.6.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.6.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.6.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.6.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.7.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.7.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.7.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.7.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.10,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.11,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.12,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.13,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.14,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.15,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.16,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.17,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.18,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.19,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.20,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.21,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.22,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.23,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.24,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.25,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.26,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.27,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.28,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.29,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.30,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.31,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.7,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.8,Major Intrinsic Protein (MIP) Superfamily
1.A.8.8.9,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.1,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.10,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.11,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.12,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.13,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.14,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.15,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.16,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.17,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.18,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.19,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.2,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.20,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.21,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.22,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.23,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.24,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.3,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.4,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.5,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.6,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.7,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.8,Major Intrinsic Protein (MIP) Superfamily
1.A.8.9.9,Major Intrinsic Protein (MIP) Superfamily
1.A.81.1.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.81.2.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.81.3.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.81.4.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.81.4.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.5,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.6,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.7,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.82.1.8,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.10,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.3,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.4,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.5,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.6,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.7,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.8,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.1.9,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
1.A.84.2.1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily
