Name,miRNA
Fam160b2,mmu-miR-23a-3p
Fam160b2,mmu-miR-23a-3p
Fam160b2,mmu-miR-181a-5p
Fam160b2,mmu-miR-181a-5p
Fam160b2,mmu-miR-181a-5p
Fam160b2,mmu-miR-181a-5p
Fam160b2,mmu-miR-181a-5p
Fam160b2,mmu-miR-181d-5p
Fam160b2,mmu-miR-181d-5p
Fam160b2,mmu-miR-181d-5p
Fam160b2,mmu-miR-181d-5p
Fam160b2,mmu-miR-181d-5p
Fam160b2,mmu-miR-181c-5p
Fam160b2,mmu-miR-181c-5p
Fam160b2,mmu-miR-181c-5p
Fam160b2,mmu-miR-181c-5p
Fam160b2,mmu-miR-181c-5p
Fam160b2,mmu-miR-181b-5p
Fam160b2,mmu-miR-181b-5p
Fam160b2,mmu-miR-181b-5p
Fam160b2,mmu-miR-181b-5p
Fam160b2,mmu-miR-181b-5p
Fam160b2,mmu-miR-664-3p
Fam160b2,mmu-miR-664-3p
Fam160b2,mmu-miR-664-3p
Fam160b2,mmu-miR-664-3p
Fam160b2,mmu-miR-664-3p
Fam160b2,mmu-miR-1298-5p
Fam160b2,mmu-miR-1298-5p
Fam160b2,mmu-miR-1298-5p
Fam160b2,mmu-miR-1298-5p
Fam160b2,mmu-miR-376b-3p
Fam160b2,mmu-miR-376b-3p
Fam160b2,mmu-miR-3060-3p
Fam160b2,mmu-miR-3060-3p
Fam160b2,mmu-miR-342-3p
Fam160b2,mmu-miR-342-3p
Fam160b2,mmu-miR-342-3p
Fam160b2,mmu-miR-342-3p
Fam160b2,mmu-miR-342-3p
Fam160b2,mmu-miR-377-3p
Fam160b2,mmu-miR-377-3p
Fam160b2,mmu-miR-377-3p
Fam160b2,mmu-miR-377-3p
Fam160b2,mmu-miR-377-3p
Fam160b2,mmu-miR-466o-3p
Fam160b2,mmu-miR-466o-3p
Fam160b2,mmu-miR-466o-3p
Fam160b2,mmu-miR-466o-3p
Fam160b2,mmu-miR-466m-3p
Fam160b2,mmu-miR-466m-3p
Fam160b2,mmu-miR-466m-3p
Fam160b2,mmu-miR-466m-3p
Fam160b1,mmu-miR-129-5p
Fam160b1,mmu-miR-5101
Fam136a,mmu-miR-25-3p
Fam136a,mmu-miR-32-5p
Fam136a,mmu-miR-92b-3p
Fam136a,mmu-miR-367-3p
Fam136a,mmu-miR-363-3p
Fam136a,mmu-miR-92a-3p
Fam126b,mmu-miR-3061-3p
Fam126b,mmu-miR-3061-3p
Fam126b,mmu-miR-129-5p
Fam126b,mmu-miR-129-5p
Fam126b,mmu-miR-547-3p
Fam126b,mmu-miR-547-3p
Amer1,mmu-miR-129-5p
Amer1,mmu-miR-5101
Amer1,mmu-miR-384-5p
Amer1,mmu-miR-30a-5p
Amer1,mmu-miR-30d-5p
Amer1,mmu-miR-30c-5p
Amer1,mmu-miR-30b-5p
Fam122b,mmu-miR-5101
Fam122b,mmu-miR-5098
Fam122b,mmu-miR-181a-5p
Fam122b,mmu-miR-181b-5p
Fam122b,mmu-miR-181d-5p
Fam122b,mmu-miR-181c-5p
Fam114a1,mmu-miR-466o-3p
Fam114a1,mmu-miR-466m-3p
Fam114a1,mmu-miR-1190
Fam114a1,mmu-miR-875-3p
Fam114a1,mmu-miR-377-3p
Fam101b,mmu-miR-466f-3p
Fam101b,mmu-miR-466f-3p
Fam101b,mmu-miR-329-3p
Fam101b,mmu-miR-329-3p
Fam101b,mmu-miR-362-3p
Fam101b,mmu-miR-362-3p
F3,mmu-miR-590-3p
F3,mmu-miR-539-3p
F3,mmu-miR-381-3p
F2rl1,mmu-miR-362-3p
F2rl1,mmu-miR-362-3p
F2rl1,mmu-miR-362-3p
F2rl1,mmu-miR-362-3p
F2rl1,mmu-miR-362-3p
F2rl1,mmu-miR-329-3p
F2rl1,mmu-miR-329-3p
F2rl1,mmu-miR-329-3p
F2rl1,mmu-miR-329-3p
F2rl1,mmu-miR-329-3p
Ezr,mmu-miR-495-3p
Ezr,mmu-miR-1192
Ezr,mmu-miR-669f-3p
Ezr,mmu-miR-1912-3p
Etv6,mmu-miR-339-5p
Etv6,mmu-miR-292a-5p
Etv6,mmu-miR-290a-5p
Esr1,mmu-miR-216a-5p
Ero1l,mmu-miR-1196-5p
Ero1l,mmu-miR-3062-5p
Ermn,mmu-miR-345-3p
Erlin2,mmu-miR-3102-3p
Erlin2,mmu-miR-322-5p
Erlin2,mmu-miR-497a-5p
Erlin2,mmu-miR-16-5p
Erlin2,mmu-miR-15a-5p
Erlin2,mmu-miR-15b-5p
Erlin2,mmu-miR-195a-5p
Erlin2,mmu-miR-1907
Erlin2,mmu-miR-503-5p
Ergic2,mmu-miR-466h-3p
Ergic2,mmu-miR-466h-3p
Ergic2,mmu-miR-590-3p
Ergic2,mmu-miR-590-3p
Ereg,mmu-miR-339-5p
Ereg,mmu-miR-466f-3p
Ereg,mmu-miR-338-5p
Erc2,mmu-miR-200a-3p
Erc2,mmu-miR-141-3p
Erc1,mmu-miR-466m-3p
Erc1,mmu-miR-466m-3p
Erc1,mmu-miR-466o-3p
Erc1,mmu-miR-466o-3p
Erc1,mmu-miR-344e-3p
Erc1,mmu-miR-344e-3p
Erc1,mmu-miR-344e-3p
Erc1,mmu-miR-344d-3p
Erc1,mmu-miR-344d-3p
Erc1,mmu-miR-344d-3p
Erc1,mmu-miR-410-3p
Erc1,mmu-miR-410-3p
Erc1,mmu-miR-410-3p
Epm2aip1,mmu-miR-186-5p
Ephb4,mmu-miR-340-5p
Ephb3,mmu-miR-377-3p
Ephb3,mmu-miR-377-3p
Ephb3,mmu-miR-377-3p
Ephb3,mmu-miR-452-3p
Ephb3,mmu-miR-452-3p
Ephb3,mmu-miR-452-3p
Ephb3,mmu-miR-452-3p
Ephb3,mmu-miR-452-3p
Ephb3,mmu-miR-330-5p
Ephb3,mmu-miR-330-5p
Ephb3,mmu-miR-330-5p
Ephb3,mmu-miR-330-5p
Ephb3,mmu-miR-330-5p
Ephb3,mmu-miR-326-3p
Ephb3,mmu-miR-326-3p
Ephb3,mmu-miR-326-3p
Ephb3,mmu-miR-326-3p
Ephb3,mmu-miR-326-3p
Ephb3,mmu-miR-3085-3p
Ephb3,mmu-miR-3085-3p
Ephb3,mmu-miR-3085-3p
Ephb3,mmu-miR-3085-3p
Ephb3,mmu-miR-3085-3p
Ephb3,mmu-miR-3064-5p
Ephb3,mmu-miR-3064-5p
Ephb3,mmu-miR-3064-5p
Ephb3,mmu-miR-3064-5p
Ephb3,mmu-miR-3064-5p
Ephb3,mmu-miR-760-3p
Ephb3,mmu-miR-760-3p
Ephb3,mmu-miR-760-3p
Ephb3,mmu-miR-760-3p
Ephb3,mmu-miR-760-3p
Ephb2,mmu-miR-3065-5p
Epha5,mmu-miR-466h-3p
Epha5,mmu-miR-466h-3p
Epha4,mmu-miR-466f-3p
Epha4,mmu-miR-466f-3p
Epha4,mmu-miR-466f-3p
Epha4,mmu-miR-466f-3p
Epha4,mmu-miR-329-3p
Epha4,mmu-miR-329-3p
Epha4,mmu-miR-329-3p
Epha4,mmu-miR-329-3p
Epha4,mmu-miR-362-3p
Epha4,mmu-miR-362-3p
Epha4,mmu-miR-362-3p
Epha4,mmu-miR-362-3p
Epha4,mmu-miR-466i-3p
Epha4,mmu-miR-466i-3p
Epha4,mmu-miR-466i-3p
Epha4,mmu-miR-466i-3p
Epha4,mmu-miR-466m-3p
Epha4,mmu-miR-466m-3p
Epha4,mmu-miR-466m-3p
Epha4,mmu-miR-466m-3p
Epha4,mmu-miR-466o-3p
Epha4,mmu-miR-466o-3p
Epha4,mmu-miR-466o-3p
Epha4,mmu-miR-466o-3p
Dmtn,mmu-miR-568
Dmtn,mmu-miR-466f-3p
Dmtn,mmu-miR-467f
Dmtn,mmu-miR-669f-3p
Epb4.1l1,mmu-miR-3473c
Epb4.1l1,mmu-miR-3473c
Epb4.1l1,mmu-miR-3473c
Epb4.1,mmu-miR-1954
Epb4.1,mmu-miR-883a-3p
Epb4.1,mmu-miR-883b-3p
Epas1,mmu-miR-741-3p
Epas1,mmu-miR-703
Epas1,mmu-miR-1892
Epas1,mmu-miR-5120
Ep300,mmu-miR-344e-3p
Ep300,mmu-miR-344d-3p
Ep300,mmu-miR-410-3p
Ep300,mmu-miR-590-3p
Enpp4,mmu-miR-590-3p
Enpp4,mmu-miR-590-3p
Enpp4,mmu-miR-590-3p
Eno2,mmu-miR-539-5p
Eno2,mmu-miR-495-3p
Eno2,mmu-miR-1192
Eno2,mmu-miR-466l-3p
En2,mmu-miR-669f-3p
Elovl7,mmu-miR-1935
Elovl7,mmu-miR-1935
Elovl7,mmu-miR-298-5p
Elovl7,mmu-miR-298-5p
Elovl7,mmu-miR-709
Elovl7,mmu-miR-709
Elovl7,mmu-miR-466h-3p
Elovl7,mmu-miR-466h-3p
Elovl7,mmu-miR-466h-3p
Elovl7,mmu-miR-677-5p
Elovl7,mmu-miR-677-5p
Elovl7,mmu-miR-3968
Elovl7,mmu-miR-212-3p
Elovl7,mmu-miR-132-3p
Elovl5,mmu-miR-369-3p
Elovl5,mmu-miR-374c-5p
Elovl5,mmu-miR-494-3p
Elmod2,mmu-miR-3059-5p
Elk4,mmu-miR-452-3p
Elf1,mmu-miR-1194
Elf1,mmu-miR-1195
Elf1,mmu-miR-3089-5p
Elavl4,mmu-miR-5101
Elavl4,mmu-miR-344d-3p
Elavl4,mmu-miR-344e-3p
Elavl4,mmu-miR-410-3p
Elavl3,mmu-miR-683
Elavl3,mmu-miR-3098-3p
Elavl3,mmu-miR-3966
Elavl2,mmu-miR-3071-5p
Elavl1,mmu-miR-466l-3p
Elavl1,mmu-miR-1192
Elavl1,mmu-miR-495-3p
Eif4e2,mmu-miR-466i-3p
Eif4e2,mmu-miR-466i-3p
Eif4e2,mmu-miR-466i-3p
Eif4e2,mmu-miR-329-3p
Eif4e2,mmu-miR-329-3p
Eif4e2,mmu-miR-329-3p
Eif4e2,mmu-miR-329-3p
Eif4e2,mmu-miR-362-3p
Eif4e2,mmu-miR-362-3p
Eif4e2,mmu-miR-362-3p
Eif4e2,mmu-miR-362-3p
Eif4e2,mmu-miR-741-3p
Eif4e2,mmu-miR-741-3p
Eif4e2,mmu-miR-741-3p
Eif4e2,mmu-miR-741-3p
Eif4e2,mmu-miR-741-3p
Eif2s2,mmu-miR-669b-5p
Eif2s2,mmu-miR-5101
Eif2s1,mmu-miR-466a-5p
Eif2s1,mmu-miR-466p-5p
Eif2s1,mmu-miR-466e-5p
Eif2s1,mmu-miR-1187
Eif2s1,mmu-miR-344e-3p
Eif2s1,mmu-miR-344d-3p
Eif2s1,mmu-miR-410-3p
Eif2s1,mmu-miR-297a-5p
Eif2s1,mmu-miR-297b-5p
Eif2s1,mmu-miR-297c-5p
Eif2s1,mmu-miR-669f-3p
Eif2s1,mmu-miR-467f
Eif2s1,mmu-miR-466m-3p
Eif2s1,mmu-miR-466o-3p
Eif2s1,mmu-miR-466f-3p
Eif2s1,mmu-miR-466f-3p
Eif2s1,mmu-miR-362-3p
Eif2s1,mmu-miR-362-3p
Eif2s1,mmu-miR-466i-3p
Eif2s1,mmu-miR-466i-3p
Eif2s1,mmu-miR-329-3p
Eif2s1,mmu-miR-329-3p
Ago1,mmu-miR-544-5p
Ago1,mmu-miR-1264-3p
Ago1,mmu-miR-1264-3p
Eif2ak3,mmu-miR-217-5p
Eif1ad,mmu-miR-105
Eif1ad,mmu-miR-291b-3p
Eif1ad,mmu-miR-466q
Eif1ad,mmu-miR-3061-5p
Ehmt1,mmu-miR-342-3p
Ehmt1,mmu-miR-342-3p
Ehmt1,mmu-miR-342-3p
Ehmt1,mmu-miR-377-3p
Ehmt1,mmu-miR-377-3p
Ehmt1,mmu-miR-377-3p
Ehbp1,mmu-miR-468-3p
Ehbp1,mmu-miR-201-5p
Ehbp1,mmu-miR-466l-3p
Efna5,mmu-miR-590-3p
Efna5,mmu-miR-5098
Efna5,mmu-miR-129-5p
Efna5,mmu-miR-129-5p
Efna5,mmu-miR-5101
Efna5,mmu-miR-669b-5p
Efna5,mmu-miR-543-3p
Eea1,mmu-miR-361-5p
Eea1,mmu-miR-374b-5p
Edem3,mmu-miR-495-3p
Edem3,mmu-miR-1192
Ebf3,mmu-miR-466l-5p
Ebf3,mmu-miR-466l-5p
Ebf3,mmu-miR-466d-5p
Ebf3,mmu-miR-466d-5p
Ebf3,mmu-miR-466k
Ebf3,mmu-miR-466k
Ebf3,mmu-miR-466i-5p
Ebf3,mmu-miR-466i-5p
Eaf1,mmu-miR-1936
Eaf1,mmu-miR-1936
Eaf1,mmu-miR-345-5p
Eaf1,mmu-miR-345-5p
Eaf1,mmu-miR-3096b-5p
Eaf1,mmu-miR-3084-3p
E2f8,mmu-miR-466k
E2f8,mmu-miR-466i-5p
E2f8,mmu-miR-466d-5p
E2f8,mmu-miR-466l-5p
E2f8,mmu-miR-3091-5p
E2f1,mmu-miR-342-3p
E2f1,mmu-miR-342-3p
E2f1,mmu-miR-342-3p
E2f1,mmu-miR-377-3p
E2f1,mmu-miR-377-3p
E2f1,mmu-miR-377-3p
E2f1,mmu-miR-717
E2f1,mmu-miR-717
E2f1,mmu-miR-717
E130309F12Rik,mmu-miR-434-3p
Dusp9,mmu-miR-362-3p
Dusp9,mmu-miR-362-3p
Dusp9,mmu-miR-466i-3p
Dusp9,mmu-miR-466i-3p
Dusp9,mmu-miR-329-3p
Dusp9,mmu-miR-329-3p
Dusp9,mmu-miR-3082-5p
Dusp9,mmu-miR-3082-5p
Dusp9,mmu-miR-3082-5p
Dusp9,mmu-miR-3082-5p
Dusp7,mmu-miR-185-5p
Dusp7,mmu-miR-882
Dusp7,mmu-miR-3473a
Dusp7,mmu-miR-706
Dusp7,mmu-miR-494-3p
Dusp2,mmu-miR-702-3p
Dusp2,mmu-miR-702-3p
Dusp2,mmu-miR-702-3p
Dusp2,mmu-miR-1942
Dusp2,mmu-miR-1942
Dusp2,mmu-miR-1942
Dusp18,mmu-miR-743b-3p
Dusp18,mmu-miR-743b-3p
Dusp18,mmu-miR-743b-3p
Dusp18,mmu-miR-743a-3p
Dusp18,mmu-miR-743a-3p
Dusp18,mmu-miR-743a-3p
Dusp18,mmu-miR-466f-3p
Dusp18,mmu-miR-466f-3p
Dusp18,mmu-miR-466f-3p
Dusp18,mmu-miR-466f-3p
Dusp18,mmu-miR-466f-3p
Dusp18,mmu-miR-362-3p
Dusp18,mmu-miR-362-3p
Dusp18,mmu-miR-362-3p
Dusp18,mmu-miR-362-3p
Dusp18,mmu-miR-362-3p
Dusp18,mmu-miR-329-3p
Dusp18,mmu-miR-329-3p
Dusp18,mmu-miR-329-3p
Dusp18,mmu-miR-329-3p
Dusp18,mmu-miR-329-3p
Dusp18,mmu-miR-466i-3p
Dusp18,mmu-miR-466i-3p
Dusp18,mmu-miR-466i-3p
Dusp18,mmu-miR-466i-3p
Dusp18,mmu-miR-466i-3p
Dusp18,mmu-miR-3082-5p
Dusp18,mmu-miR-3082-5p
Dusp18,mmu-miR-3082-5p
Dusp18,mmu-miR-3082-5p
Dusp18,mmu-miR-3082-5p
Dusp18,mmu-miR-145a-5p
Dusp18,mmu-miR-145a-5p
Dusp18,mmu-miR-145a-5p
Dusp18,mmu-miR-145a-5p
Dusp18,mmu-miR-145a-5p
Dusp18,mmu-miR-199a-5p
Dusp18,mmu-miR-199a-5p
Dusp18,mmu-miR-199a-5p
Dusp18,mmu-miR-199a-5p
Dusp18,mmu-miR-199a-5p
Dusp18,mmu-miR-466m-3p
Dusp18,mmu-miR-466m-3p
Dusp18,mmu-miR-466m-3p
Dusp18,mmu-miR-466m-3p
Dusp18,mmu-miR-466m-3p
Dusp18,mmu-miR-466o-3p
Dusp18,mmu-miR-466o-3p
Dusp18,mmu-miR-466o-3p
Dusp18,mmu-miR-466o-3p
Dusp18,mmu-miR-466o-3p
Dtna,mmu-miR-665-3p
Dtna,mmu-miR-329-3p
Dtna,mmu-miR-329-3p
Dtna,mmu-miR-329-3p
Dtna,mmu-miR-329-3p
Dtna,mmu-miR-362-3p
Dtna,mmu-miR-362-3p
Dtna,mmu-miR-362-3p
Dtna,mmu-miR-362-3p
Dtna,mmu-miR-1b-5p
Dtna,mmu-miR-3065-5p
Dstyk,mmu-miR-466b-3p
Dstyk,mmu-miR-466c-3p
Dstyk,mmu-miR-466p-3p
Dstyk,mmu-miR-323-3p
Dstyk,mmu-miR-743a-3p
Dstyk,mmu-miR-743a-3p
Dstyk,mmu-miR-743b-3p
Dstyk,mmu-miR-743b-3p
Dsg1a,mmu-miR-3965
Dsg1a,mmu-miR-692
Drp2,mmu-miR-1198-5p
Drp2,mmu-miR-511-3p
Drp2,mmu-miR-1187
Drp2,mmu-miR-466p-5p
Drp2,mmu-miR-466a-5p
Drp2,mmu-miR-466e-5p
Drp2,mmu-miR-466l-5p
Drp2,mmu-miR-466k
Drp2,mmu-miR-466i-5p
Drp2,mmu-miR-466d-5p
Drp2,mmu-miR-467f
Drp2,mmu-miR-466f-3p
Drp2,mmu-miR-669f-3p
Dpysl2,mmu-miR-3061-3p
Dpy19l3,mmu-miR-804
Dpy19l3,mmu-miR-5098
Dpy19l3,mmu-miR-466b-3p
Dpy19l3,mmu-miR-466c-3p
Dpy19l3,mmu-miR-466p-3p
Dpy19l1,mmu-miR-5097
Dpy19l1,mmu-miR-384-5p
Dpy19l1,mmu-miR-30e-5p
Dpy19l1,mmu-miR-30d-5p
Dpy19l1,mmu-miR-30a-5p
Dpy19l1,mmu-miR-30c-5p
Dpy19l1,mmu-miR-30b-5p
Dock3,mmu-miR-665-3p
Dnmt3a,mmu-miR-532-5p
Dnmt3a,mmu-miR-511-5p
Dnmt3a,mmu-miR-3074-1-3p
Dnmt3a,mmu-miR-361-5p
Dnmt3a,mmu-miR-759
Dnajc3,mmu-miR-5102
Dnajc27,mmu-miR-1843a-5p
Dnajc27,mmu-miR-5113
Dnajb4,mmu-miR-466q
Dnajb4,mmu-miR-466q
Dnajb4,mmu-miR-466q
Dnajb1,mmu-miR-759
Dnajb1,mmu-miR-329-3p
Dnajb1,mmu-miR-329-3p
Dnajb1,mmu-miR-329-3p
Dnajb1,mmu-miR-466i-3p
Dnajb1,mmu-miR-466i-3p
Dnajb1,mmu-miR-466i-3p
Dnajb1,mmu-miR-362-3p
Dnajb1,mmu-miR-362-3p
Dnajb1,mmu-miR-362-3p
Dnajb1,mmu-miR-1983
Dnajb1,mmu-miR-1983
Dnajb1,mmu-miR-1983
Dnajb1,mmu-miR-1983
Dnajb1,mmu-miR-412-3p
Dnajb1,mmu-miR-412-3p
Dnajb1,mmu-miR-412-3p
Dnajb1,mmu-miR-412-3p
Dnajb1,mmu-miR-290a-3p
Dnajb1,mmu-miR-292a-3p
Dnajb1,mmu-miR-467a-5p
Dnajb1,mmu-miR-3096a-5p
Dnajb1,mmu-miR-3096b-5p
Dnajb1,mmu-miR-1927
Dnajb1,mmu-miR-378a-3p
Dmrta2,mmu-miR-582-5p
Dmrta2,mmu-miR-582-5p
Dlx3,mmu-miR-410-3p
Dlx3,mmu-miR-344d-3p
Dlx3,mmu-miR-344e-3p
Dlx3,mmu-miR-139-5p
Dll1,mmu-miR-1929-5p
Dll1,mmu-miR-1958
Dlgap1,mmu-miR-1896
Dlgap1,mmu-miR-1896
Dirc2,mmu-miR-5101
Dip2b,mmu-miR-1942
Dip2b,mmu-miR-692
Dicer1,mmu-miR-5126
Dicer1,mmu-miR-5126
Dicer1,mmu-miR-5126
Diap2,mmu-miR-466i-3p
Diap2,mmu-miR-466i-3p
Diap2,mmu-miR-466i-3p
Diap2,mmu-miR-466i-3p
Diap2,mmu-miR-362-3p
Diap2,mmu-miR-362-3p
Diap2,mmu-miR-362-3p
Diap2,mmu-miR-362-3p
Diap2,mmu-miR-329-3p
Diap2,mmu-miR-329-3p
Diap2,mmu-miR-329-3p
Diap2,mmu-miR-329-3p
Diap2,mmu-miR-467f
Diap2,mmu-miR-467f
Diap2,mmu-miR-467f
Diap2,mmu-miR-467f
Diap2,mmu-miR-466f-3p
Diap2,mmu-miR-466f-3p
Diap2,mmu-miR-466f-3p
Diap2,mmu-miR-466f-3p
Diap2,mmu-miR-466f-3p
Dennd4a,mmu-miR-875-3p
Dennd4a,mmu-miR-466n-3p
Dennd4a,mmu-miR-669m-3p
Dennd4a,mmu-miR-297b-3p
Dennd4a,mmu-miR-466a-3p
Dennd4a,mmu-miR-467g
Dennd4a,mmu-miR-466e-3p
Dennd4a,mmu-miR-466d-3p
Dennd4a,mmu-miR-669f-3p
Ddx6,mmu-miR-694
Ddx5,mmu-miR-669d-5p
Ddx39b,mmu-miR-1298-5p
Ddx39b,mmu-miR-669b-5p
Ddx26b,mmu-miR-3079-5p
Ddx26b,mmu-miR-429-3p
Ddx26b,mmu-miR-200c-3p
Ddx26b,mmu-miR-200b-3p
Ddx17,mmu-miR-26b-5p
Ddx17,mmu-miR-26a-5p
Ddx17,mmu-miR-1949
Ddx17,mmu-miR-875-5p
Ddit4l,mmu-miR-3102-3p
Ddit4l,mmu-miR-3102-3p
Dcx,mmu-miR-2183
Dcx,mmu-miR-2183
Dcx,mmu-miR-2183
Dcun1d1,mmu-miR-5101
Dcun1d1,mmu-miR-466i-3p
Dcp2,mmu-miR-342-3p
Dcp2,mmu-miR-342-3p
Dcp2,mmu-miR-342-3p
Dck,mmu-miR-338-5p
Dck,mmu-miR-3065-5p
Dcdc2a,mmu-miR-669f-3p
Dcdc2a,mmu-miR-466n-3p
Dcdc2a,mmu-miR-669m-3p
Dcdc2a,mmu-miR-466a-3p
Dcdc2a,mmu-miR-466e-3p
Dcdc2a,mmu-miR-466d-3p
Dcdc2a,mmu-miR-467g
Dcdc2a,mmu-miR-297b-3p
Dcbld2,mmu-miR-465a-3p
Dcbld2,mmu-miR-465c-3p
Dcbld2,mmu-miR-465b-3p
Dcbld2,mmu-miR-873a-5p
Dcbld2,mmu-miR-693-5p
Dcbld2,mmu-miR-128-3p
Dcbld2,mmu-miR-706
Dcaf17,mmu-miR-466f-3p
Dcaf17,mmu-miR-466f-3p
Dcaf17,mmu-miR-466i-3p
Dcaf17,mmu-miR-362-3p
Dcaf17,mmu-miR-362-3p
Dcaf17,mmu-miR-362-3p
Dcaf17,mmu-miR-362-3p
Dcaf17,mmu-miR-329-3p
Dcaf17,mmu-miR-329-3p
Dcaf17,mmu-miR-329-3p
Dcaf17,mmu-miR-329-3p
Dcaf17,mmu-miR-292a-5p
Dcaf17,mmu-miR-290a-5p
Dcaf17,mmu-miR-3065-5p
Dcaf10,mmu-miR-568
Dbndd2,mmu-miR-1958
Dazap2,mmu-miR-3096b-3p
Daam1,mmu-miR-5101
Tmem245,mmu-miR-3065-5p
Tmem245,mmu-miR-3065-5p
D230025D16Rik,mmu-miR-329-3p
D230025D16Rik,mmu-miR-362-3p
D230025D16Rik,mmu-miR-466i-3p
D230025D16Rik,mmu-miR-694
D230025D16Rik,mmu-miR-3087-3p
D230025D16Rik,mmu-miR-350-3p
Wbp1l,mmu-miR-881-3p
Wbp1l,mmu-miR-881-3p
Wbp1l,mmu-miR-3470a
Wbp1l,mmu-miR-3470a
D16Ertd472e,mmu-miR-342-3p
D16Ertd472e,mmu-miR-342-3p
D16Ertd472e,mmu-miR-342-3p
D16Ertd472e,mmu-miR-342-3p
D16Ertd472e,mmu-miR-377-3p
D16Ertd472e,mmu-miR-377-3p
D16Ertd472e,mmu-miR-377-3p
D16Ertd472e,mmu-miR-377-3p
D16Ertd472e,mmu-miR-34b-3p
D16Ertd472e,mmu-miR-34b-3p
D16Ertd472e,mmu-miR-34b-3p
D16Ertd472e,mmu-miR-34b-3p
D16Ertd472e,mmu-miR-34b-3p
D16Ertd472e,mmu-miR-5117-5p
Cyth1,mmu-miR-686
Cyth1,mmu-miR-1264-3p
Cysltr1,mmu-miR-669m-3p
Cysltr1,mmu-miR-466n-3p
Cysltr1,mmu-miR-466b-3p
Cysltr1,mmu-miR-1b-5p
Cysltr1,mmu-miR-466c-3p
Cysltr1,mmu-miR-466p-3p
Cysltr1,mmu-miR-466m-3p
Cysltr1,mmu-miR-466o-3p
Cysltr1,mmu-miR-467g
Cysltr1,mmu-miR-466d-3p
Cysltr1,mmu-miR-466a-3p
Cysltr1,mmu-miR-297b-3p
Cysltr1,mmu-miR-466e-3p
Cysltr1,mmu-miR-466l-3p
Cysltr1,mmu-miR-669h-3p
Cysltr1,mmu-miR-669k-3p
Cysltr1,mmu-miR-448-3p
Cysltr1,mmu-miR-669i
Cysltr1,mmu-miR-669j
Cysltr1,mmu-miR-669f-3p
Cyfip1,mmu-miR-590-5p
Cyfip1,mmu-miR-21a-5p
Cxcr4,mmu-miR-654-3p
Cxcl5,mmu-miR-467f
Cxcl5,mmu-miR-466f-3p
Ctsl,mmu-miR-329-3p
Ctsl,mmu-miR-466i-3p
Ctsl,mmu-miR-362-3p
Ctnnd1,mmu-miR-5101
Ctif,mmu-miR-466q
Ctif,mmu-miR-466q
Ctif,mmu-miR-466q
Ctif,mmu-miR-466o-3p
Ctif,mmu-miR-466o-3p
Ctif,mmu-miR-466o-3p
Ctif,mmu-miR-466m-3p
Ctif,mmu-miR-466m-3p
Ctif,mmu-miR-466m-3p
Ctif,mmu-miR-466f-3p
Ctif,mmu-miR-466f-3p
Ctif,mmu-miR-466f-3p
Ctif,mmu-miR-466i-3p
Ctif,mmu-miR-466i-3p
Ctif,mmu-miR-466i-3p
Ctif,mmu-miR-329-3p
Ctif,mmu-miR-329-3p
Ctif,mmu-miR-329-3p
Ctif,mmu-miR-362-3p
Ctif,mmu-miR-362-3p
Ctif,mmu-miR-362-3p
Ctif,mmu-miR-342-3p
Ctif,mmu-miR-342-3p
Ctif,mmu-miR-342-3p
Ctbp2,mmu-miR-5101
Ctbp2,mmu-miR-5101
Ctbp2,mmu-miR-129-5p
Ctbp2,mmu-miR-129-5p
Ctbp2,mmu-miR-361-5p
Ctbp2,mmu-miR-361-5p
Ctbp2,mmu-miR-5113
Ctbp2,mmu-miR-5113
Csrnp3,mmu-miR-467f
Csrnp3,mmu-miR-362-3p
Csrnp3,mmu-miR-329-3p
Csrnp3,mmu-miR-1b-5p
Csrnp3,mmu-miR-466c-3p
Csrnp3,mmu-miR-466b-3p
Csrnp3,mmu-miR-466p-3p
Csrnp3,mmu-miR-466m-3p
Csrnp3,mmu-miR-466o-3p
Csrnp3,mmu-miR-466n-3p
Csrnp3,mmu-miR-669m-3p
Csrnp3,mmu-miR-466a-3p
Csrnp3,mmu-miR-467g
Csrnp3,mmu-miR-297b-3p
Csrnp3,mmu-miR-466e-3p
Csrnp3,mmu-miR-466d-3p
Csrnp3,mmu-miR-466i-3p
Csrnp3,mmu-miR-466f-3p
Csrnp3,mmu-miR-669f-3p
Csrnp3,mmu-miR-3964
Csnk1g1,mmu-miR-448-5p
Csnk1g1,mmu-miR-697
Csnk1g1,mmu-miR-3098-5p
Csnk1e,mmu-miR-3065-5p
Csnk1e,mmu-miR-452-3p
Csnk1e,mmu-miR-452-3p
Csnk1e,mmu-miR-452-3p
Csnk1e,mmu-miR-669k-3p
Csnk1e,mmu-miR-669k-3p
Csnk1e,mmu-miR-669k-3p
Csnk1e,mmu-miR-669h-3p
Csnk1e,mmu-miR-669h-3p
Csnk1e,mmu-miR-669h-3p
Csnk1e,mmu-miR-466f-3p
Csnk1e,mmu-miR-466f-3p
Csnk1e,mmu-miR-362-3p
Csnk1e,mmu-miR-329-3p
Csnk1e,mmu-miR-128-3p
Csnk1e,mmu-miR-27b-3p
Csnk1e,mmu-miR-27a-3p
Csnk1e,mmu-miR-466i-3p
Csmd3,mmu-miR-5112
Csmd3,mmu-miR-5112
Csmd1,mmu-miR-494-3p
Csmd1,mmu-miR-494-3p
Csmd1,mmu-miR-494-3p
