ENSMUSG,mmu,Enzyme
ENSMUSG00000062826,71903,3.1.1.56
ENSMUSG00000106677,94215,2.4.1.17
ENSMUSG00000024019,74157,2.1.1.57
ENSMUSG00000029592,100756,3.4.19.12
ENSMUSG00000031877,72361,3.1.1.1
ENSMUSG00000031877,72361,3.1.1.84
ENSMUSG00000031877,72361,3.1.1.56
ENSMUSG00000091813,436059,3.1.1.1
ENSMUSG00000091813,436059,3.1.1.84
ENSMUSG00000091813,436059,3.1.1.56
ENSMUSG00000044339,231642,1.14.11.33
ENSMUSG00000029268,552899,2.4.1.17
ENSMUSG00000069922,382053,3.1.1.1
ENSMUSG00000037580,14528,3.5.4.16
ENSMUSG00000063268,671535,2.4.2.30
ENSMUSG00000039450,67880,1.1.1.10
ENSMUSG00000025150,12409,1.1.1.184
ENSMUSG00000070661,66825,2.3.2.27
ENSMUSG00000040113,240879,2.1.1.299
ENSMUSG00000062181,13909,3.1.1.1
ENSMUSG00000007591,71099,2.7.11.1
ENSMUSG00000022562,75475,3.5.2.9
ENSMUSG00000060288,66101,5.2.1.8
ENSMUSG00000002329,67881,3.1.3.48
ENSMUSG00000039431,54384,3.1.3.64
ENSMUSG00000039431,54384,3.1.3.95
ENSMUSG00000029591,22256,3.2.2.27
ENSMUSG00000002326,105446,1.7.1.7
ENSMUSG00000042672,77772,2.3.2.27
ENSMUSG00000029272,20860,2.8.2.4
ENSMUSG00000034135,70661,2.7.11.1
ENSMUSG00000022218,21816,2.3.2.13
ENSMUSG00000040472,56187,2.5.1.60
ENSMUSG00000024026,109801,4.4.1.5
ENSMUSG00000040774,99712,2.7.8.1
ENSMUSG00000040774,99712,2.7.8.2
ENSMUSG00000035032,208583,2.7.11.1
ENSMUSG00000025158,19719,2.4.1.222
ENSMUSG00000042642,319945,2.7.7.2
ENSMUSG00000022220,104110,4.6.1.1
ENSMUSG00000026447,240752,2.7.1.154
ENSMUSG00000022359,76773,3.5.1.122
ENSMUSG00000026126,19253,3.1.3.48
ENSMUSG00000022221,56532,2.7.11.1
ENSMUSG00000039159,22214,2.3.2.23
ENSMUSG00000042010,100705,6.4.1.2
ENSMUSG00000042010,100705,6.3.4.14
ENSMUSG00000042010,100705,2.1.3.15
ENSMUSG00000036057,104831,3.1.3.48
ENSMUSG00000028194,69219,3.5.3.18
ENSMUSG00000035429,545902,3.1.3.48
ENSMUSG00000022225,17228,3.4.21.39
ENSMUSG00000035847,15931,3.1.6.13
ENSMUSG00000061068,17227,3.4.21.39
ENSMUSG00000052854,27206,2.7.11.1
ENSMUSG00000040314,13035,3.4.21.20
ENSMUSG00000035305,26563,2.7.10.1
ENSMUSG00000015437,14939,3.4.21.79
ENSMUSG00000069733,381534,2.3.2.23
ENSMUSG00000022229,192113,7.2.2.19
ENSMUSG00000029004,69188,2.1.1.354
ENSMUSG00000045282,68255,3.3.2.2
ENSMUSG00000020899,237823,6.3.5.3
ENSMUSG00000030532,68695,3.1.7.2
ENSMUSG00000035299,17318,2.3.2.27
ENSMUSG00000054509,328417,2.4.2.30
ENSMUSG00000025155,68730,1.3.1.88
ENSMUSG00000027952,68603,2.7.4.2
ENSMUSG00000062604,20817,2.7.11.1
ENSMUSG00000058317,218793,2.3.2.23
ENSMUSG00000025260,15108,1.1.1.35
ENSMUSG00000025260,15108,1.1.1.178
ENSMUSG00000001348,11433,3.1.3.2
ENSMUSG00000028636,106564,6.3.2.51
ENSMUSG00000021774,22194,2.3.2.23
ENSMUSG00000048899,194237,6.3.2.41
ENSMUSG00000048899,194237,6.3.2.42
ENSMUSG00000089917,68556,2.7.1.48
ENSMUSG00000039199,70796,2.3.1.225
ENSMUSG00000070366,381925,3.6.1.75
ENSMUSG00000070366,381925,3.1.3.4
ENSMUSG00000023094,76467,1.8.4.12
ENSMUSG00000027893,229709,3.13.2.1
ENSMUSG00000042345,328795,3.1.3.48
ENSMUSG00000029577,117146,2.3.2.26
ENSMUSG00000017485,21974,5.6.2.2
ENSMUSG00000041718,67574,2.4.1.141
ENSMUSG00000057788,234374,3.6.4.13
ENSMUSG00000042389,381802,4.6.1.16
ENSMUSG00000000439,67027,2.3.2.27
ENSMUSG00000025153,14104,2.3.1.85
ENSMUSG00000021785,59007,3.5.1.52
ENSMUSG00000043415,71198,3.4.19.12
ENSMUSG00000087408,93898,2.3.1.299
ENSMUSG00000033629,57874,4.2.1.134
ENSMUSG00000021786,71147,2.3.1.179
ENSMUSG00000028530,16451,2.7.10.2
ENSMUSG00000058301,19704,3.6.4.13
ENSMUSG00000058301,19704,5.6.2.3
ENSMUSG00000041119,18585,3.1.4.35
ENSMUSG00000042567,674895,2.7.11.1
ENSMUSG00000038886,140481,3.2.1.114
ENSMUSG00000044791,235626,2.1.1.359
ENSMUSG00000016194,15483,1.1.1.146
ENSMUSG00000027951,56417,3.5.4.37
ENSMUSG00000029082,12182,3.2.2.6
ENSMUSG00000029082,12182,2.4.99.20
ENSMUSG00000016179,215303,2.7.11.17
ENSMUSG00000071553,232680,3.4.17.15
ENSMUSG00000026785,263803,2.7.11.13
ENSMUSG00000028527,11639,2.7.4.3
ENSMUSG00000057541,78697,5.4.99.27
ENSMUSG00000000441,110157,2.7.11.1
ENSMUSG00000019428,14232,5.2.1.8
ENSMUSG00000029575,77697,2.5.1.17
ENSMUSG00000029788,74649,3.4.17.1
ENSMUSG00000015335,66220,2.3.1.225
ENSMUSG00000032393,74388,3.4.14.5
ENSMUSG00000029084,12494,3.2.2.6
ENSMUSG00000029084,12494,2.4.99.20
ENSMUSG00000019139,71780,5.5.1.4
ENSMUSG00000054446,109697,3.4.17.1
ENSMUSG00000030759,67420,1.2.1.84
ENSMUSG00000028633,51797,6.3.4.2
ENSMUSG00000020897,20877,2.7.11.1
ENSMUSG00000028186,22262,1.7.3.3
ENSMUSG00000047180,214854,2.3.2.27
ENSMUSG00000028185,56629,3.1.22.1
ENSMUSG00000056204,66522,3.4.19.3
ENSMUSG00000004032,14866,2.5.1.18
ENSMUSG00000035390,381979,2.7.11.1
ENSMUSG00000018906,18452,1.14.11.2
ENSMUSG00000047347,545124,3.2.2.29
ENSMUSG00000031842,110385,3.1.4.53
ENSMUSG00000096852,380997,1.14.14.1
ENSMUSG00000004035,68312,2.5.1.18
ENSMUSG00000094559,223706,1.14.14.1
ENSMUSG00000032570,235574,7.2.2.10
ENSMUSG00000041939,17855,2.7.1.36
ENSMUSG00000068083,71754,1.14.14.1
ENSMUSG00000066036,69116,2.3.2.27
ENSMUSG00000022445,76279,1.14.14.1
ENSMUSG00000068762,14867,2.5.1.18
ENSMUSG00000031833,546071,2.7.11.1
ENSMUSG00000053158,14159,2.7.10.2
ENSMUSG00000024039,12411,4.2.1.22
ENSMUSG00000004038,14864,2.5.1.18
ENSMUSG00000040562,14863,2.5.1.18
ENSMUSG00000025162,104318,2.7.11.1
ENSMUSG00000005034,18749,2.7.11.11
ENSMUSG00000033075,223870,3.4.22.68
ENSMUSG00000026575,171567,2.7.4.6
ENSMUSG00000030751,26440,3.4.25.1
ENSMUSG00000058135,14862,2.5.1.18
ENSMUSG00000033065,18642,2.7.1.11
ENSMUSG00000027890,14865,2.5.1.18
ENSMUSG00000036745,70892,6.3.2.62
ENSMUSG00000024042,17691,2.7.11.1
ENSMUSG00000030530,18550,3.4.21.75
ENSMUSG00000028737,212647,1.2.1.88
ENSMUSG00000027692,665113,2.7.11.1
ENSMUSG00000030671,18576,3.1.4.17
ENSMUSG00000059851,232811,2.1.1.362
ENSMUSG00000020892,23801,4.2.1.152
ENSMUSG00000020892,23801,5.4.4.7
ENSMUSG00000037577,71932,3.3.2.10
ENSMUSG00000022426,74158,3.4.19.12
ENSMUSG00000031155,18715,2.7.11.1
ENSMUSG00000028978,18127,1.14.13.39
ENSMUSG00000032392,214424,2.4.2.30
ENSMUSG00000043207,230709,3.4.24.84
ENSMUSG00000030670,244209,1.14.14.24
ENSMUSG00000028657,19063,3.1.2.22
ENSMUSG00000031161,15185,3.5.1.98
ENSMUSG00000034343,67921,2.3.2.34
ENSMUSG00000032571,75669,2.7.11.1
ENSMUSG00000028525,18578,3.1.4.53
ENSMUSG00000033368,70928,2.3.2.27
ENSMUSG00000020697,16882,6.5.1.1
ENSMUSG00000027227,20322,1.1.1.14
ENSMUSG00000031807,66171,3.1.1.31
ENSMUSG00000030528,12144,5.6.2.4
ENSMUSG00000034807,234407,2.4.1.50
ENSMUSG00000068452,214593,1.6.3.1
ENSMUSG00000028969,12568,2.7.11.22
ENSMUSG00000031805,16453,2.7.10.2
ENSMUSG00000026307,50880,4.4.1.16
ENSMUSG00000033268,99439,1.6.3.1
ENSMUSG00000060860,77891,2.3.2.23
ENSMUSG00000061126,320997,1.14.14.177
ENSMUSG00000091586,208285,1.14.14.1
ENSMUSG00000048440,70101,1.14.14.1
ENSMUSG00000020891,11688,1.13.11.33
ENSMUSG00000021751,93732,1.17.99.3
ENSMUSG00000031803,72297,2.4.1.146
ENSMUSG00000031803,72297,2.4.1.149
ENSMUSG00000062464,677156,1.14.14.1
ENSMUSG00000059183,69606,2.1.2.9
ENSMUSG00000021748,68263,1.2.4.1
ENSMUSG00000090700,631304,1.14.14.1
ENSMUSG00000073424,106648,1.14.14.1
ENSMUSG00000029366,13178,2.7.1.74
ENSMUSG00000029366,13178,2.7.1.76
ENSMUSG00000029366,13178,2.7.1.113
ENSMUSG00000020890,14919,4.6.1.2
ENSMUSG00000025702,71779,2.3.2.27
ENSMUSG00000024292,64385,1.14.14.1
ENSMUSG00000027889,109674,3.5.4.6
ENSMUSG00000028653,66966,2.5.1.75
ENSMUSG00000076438,353371,2.8.3.5
ENSMUSG00000040935,242726,3.5.3.15
ENSMUSG00000020696,67338,2.3.2.31
ENSMUSG00000028651,56031,5.2.1.8
ENSMUSG00000025701,11689,1.13.11.34
ENSMUSG00000024055,170716,1.14.14.1
ENSMUSG00000025330,18602,3.5.3.15
ENSMUSG00000030433,381836,2.7.11.1
ENSMUSG00000026309,67444,3.1.3.16
ENSMUSG00000034040,212996,2.4.1.41
ENSMUSG00000023156,67053,3.1.26.5
ENSMUSG00000025277,66082,3.1.1.23
ENSMUSG00000085272,381835,2.7.11.1
ENSMUSG00000054958,230718,3.1.3.5
ENSMUSG00000025328,18601,3.5.3.15
ENSMUSG00000029762,14187,1.1.1.21
ENSMUSG00000025329,18599,3.5.3.15
ENSMUSG00000028927,18600,3.5.3.15
ENSMUSG00000061758,67861,1.1.1.21
ENSMUSG00000009863,67680,1.3.5.1
ENSMUSG00000052131,11997,1.1.1.21
ENSMUSG00000009681,110279,2.7.11.1
ENSMUSG00000047866,66887,3.4.21.53
ENSMUSG00000038871,12183,5.4.2.4
ENSMUSG00000038871,12183,5.4.2.11
ENSMUSG00000041064,208084,5.6.2.3
ENSMUSG00000022555,13350,2.3.1.20
ENSMUSG00000022555,13350,2.3.1.75
ENSMUSG00000022555,13350,2.3.1.76
ENSMUSG00000036840,20437,2.3.2.27
ENSMUSG00000026567,271639,4.6.1.1
ENSMUSG00000031565,14182,2.7.10.1
ENSMUSG00000064254,66071,1.13.11.18
ENSMUSG00000045994,76898,2.4.1.135
ENSMUSG00000033427,103149,3.5.1.6
ENSMUSG00000006345,14598,2.3.2.2
ENSMUSG00000006345,14598,3.4.19.13
ENSMUSG00000006345,14598,3.4.19.14
ENSMUSG00000003868,20174,5.6.2.3
ENSMUSG00000068749,26442,3.4.25.1
ENSMUSG00000021868,105675,5.2.1.8
ENSMUSG00000027684,14013,2.1.1.367
ENSMUSG00000076436,64059,2.8.3.5
ENSMUSG00000006344,23887,2.3.2.2
ENSMUSG00000006344,23887,3.4.19.13
ENSMUSG00000006344,23887,3.4.19.14
ENSMUSG00000026313,208727,3.5.1.98
ENSMUSG00000079557,224703,2.3.2.27
ENSMUSG00000003865,14936,2.4.1.11
ENSMUSG00000042042,78752,2.4.1.174
ENSMUSG00000042042,78752,2.4.1.175
ENSMUSG00000018476,216850,1.14.11.68
ENSMUSG00000001666,13202,4.1.1.84
ENSMUSG00000054823,234135,2.1.1.370
ENSMUSG00000054823,234135,2.1.1.371
ENSMUSG00000022546,76282,2.6.1.2
ENSMUSG00000001665,103140,2.5.1.18
ENSMUSG00000001663,14871,2.5.1.18
ENSMUSG00000009093,75886,2.5.1.18
ENSMUSG00000033762,79456,5.6.2.4
ENSMUSG00000020333,216739,6.2.1.3
ENSMUSG00000033318,14872,2.5.1.18
ENSMUSG00000030110,19713,2.7.10.1
ENSMUSG00000033307,17319,5.3.2.1
ENSMUSG00000028959,66587,2.7.11.8
ENSMUSG00000031570,71910,3.6.1.75
ENSMUSG00000031570,71910,3.1.3.4
ENSMUSG00000026456,72017,1.6.2.2
ENSMUSG00000025280,218832,2.7.7.6
ENSMUSG00000060152,117109,3.1.26.5
ENSMUSG00000031845,63857,1.13.11.63
ENSMUSG00000020230,15468,2.1.1.319
ENSMUSG00000027249,14061,3.4.21.5
ENSMUSG00000015806,110391,1.5.1.34
ENSMUSG00000038784,53621,2.3.2.27
ENSMUSG00000071470,239083,2.3.2.27
ENSMUSG00000036023,11546,2.4.2.30
ENSMUSG00000005803,59010,1.8.5.8
ENSMUSG00000020231,64451,6.2.1.1
ENSMUSG00000037643,18759,2.7.11.13
ENSMUSG00000003360,74351,3.6.4.13
ENSMUSG00000006289,66246,2.3.1.234
ENSMUSG00000032384,214897,2.7.11.1
ENSMUSG00000090115,224836,3.4.19.12
ENSMUSG00000003355,66120,5.2.1.8
ENSMUSG00000047067,67446,3.1.3.16
ENSMUSG00000047067,67446,3.1.3.48
ENSMUSG00000035960,11792,4.2.99.18
ENSMUSG00000025724,56529,3.4.21.89
ENSMUSG00000023987,109820,3.4.23.3
ENSMUSG00000035953,219024,3.1.3.78
ENSMUSG00000026117,22637,2.7.10.2
ENSMUSG00000115338,18950,2.4.2.1
ENSMUSG00000004565,50767,3.1.1.5
ENSMUSG00000038665,320127,2.7.1.107
ENSMUSG00000048154,381022,2.1.1.354
ENSMUSG00000068417,667034,2.4.2.1
ENSMUSG00000001150,54387,2.3.1.48
ENSMUSG00000033105,16987,5.4.99.7
ENSMUSG00000032383,19035,5.2.1.8
ENSMUSG00000058063,224762,2.3.2.27
ENSMUSG00000006445,13836,2.7.10.1
ENSMUSG00000045662,66715,2.1.1.386
ENSMUSG00000011382,71755,1.3.1.20
ENSMUSG00000011382,71755,1.1.1.179
ENSMUSG00000038641,208665,1.3.1.3
ENSMUSG00000029833,21848,2.3.2.27
ENSMUSG00000032500,245038,2.7.11.1
ENSMUSG00000001155,14317,2.1.2.5
ENSMUSG00000001155,14317,4.3.1.4
ENSMUSG00000039682,66988,3.4.11.1
ENSMUSG00000039682,66988,3.4.11.5
ENSMUSG00000042207,75605,1.14.11.67
ENSMUSG00000032380,13143,2.7.11.1
ENSMUSG00000038181,100910,2.4.1.226
ENSMUSG00000020945,69444,3.2.1.17
ENSMUSG00000038664,235439,2.3.2.26
ENSMUSG00000074004,272411,2.4.1.147
ENSMUSG00000034187,18195,3.6.4.6
ENSMUSG00000027665,18706,2.7.1.153
ENSMUSG00000032376,235441,3.4.19.12
ENSMUSG00000029826,78781,2.4.2.30
ENSMUSG00000032373,76459,4.2.1.1
ENSMUSG00000036775,26378,1.3.1.124
ENSMUSG00000018169,17305,2.4.1.222
ENSMUSG00000057637,110593,2.1.1.355
ENSMUSG00000026429,67196,2.3.2.23
ENSMUSG00000021846,93834,2.3.2.27
ENSMUSG00000024177,56520,2.7.4.6
ENSMUSG00000041733,52064,2.1.1.201
ENSMUSG00000066026,20148,1.1.1.300
ENSMUSG00000025716,667663,2.7.11.1
ENSMUSG00000024184,69191,5.3.4.1
ENSMUSG00000027931,18160,4.6.1.2
ENSMUSG00000061436,15258,2.7.11.1
ENSMUSG00000026787,14417,4.1.1.15
ENSMUSG00000116165,57028,3.1.3.74
ENSMUSG00000020260,80294,2.4.1.221
ENSMUSG00000025584,18584,3.1.4.53
ENSMUSG00000029925,21391,5.3.99.5
ENSMUSG00000038507,243771,2.4.2.30
ENSMUSG00000042599,338523,1.14.11.65
ENSMUSG00000074003,14918,4.6.1.2
ENSMUSG00000121513,19270,3.1.3.48
ENSMUSG00000029524,75387,2.3.1.286
ENSMUSG00000049300,99890,2.1.1.319
ENSMUSG00000018339,14778,1.11.1.9
ENSMUSG00000043333,230726,3.4.21.105
ENSMUSG00000029922,54484,2.3.2.27
ENSMUSG00000083079,545562,3.2.1.1
ENSMUSG00000074268,109959,3.2.1.1
ENSMUSG00000009293,22213,2.3.2.23
ENSMUSG00000022193,19173,3.4.25.1
ENSMUSG00000026784,56075,2.5.1.91
ENSMUSG00000072423,73902,3.4.25.1
ENSMUSG00000096770,100043684,3.2.1.1
ENSMUSG00000031562,320685,3.5.4.12
ENSMUSG00000093931,100043686,3.2.1.1
ENSMUSG00000009292,28240,3.6.1.13
ENSMUSG00000028894,16330,3.1.3.36
ENSMUSG00000096569,100043688,3.2.1.1
ENSMUSG00000026564,240892,3.1.3.16
ENSMUSG00000026564,240892,3.1.3.48
ENSMUSG00000028938,67909,2.4.1.41
ENSMUSG00000002413,109880,2.7.11.1
ENSMUSG00000041926,215615,3.4.11.6
ENSMUSG00000023031,109901,3.4.21.36
ENSMUSG00000029916,69923,2.7.1.94
ENSMUSG00000028889,230734,2.7.7.87
ENSMUSG00000037280,207839,2.4.1.41
ENSMUSG00000020277,18641,2.7.1.11
ENSMUSG00000028876,230735,2.7.10.1
ENSMUSG00000074264,11722,3.2.1.1
ENSMUSG00000034112,69047,7.2.2.10
ENSMUSG00000037159,381759,2.7.11.1
ENSMUSG00000067370,54218,2.4.1.62
ENSMUSG00000031826,22224,3.4.19.12
ENSMUSG00000068587,232714,3.2.1.20
ENSMUSG00000068587,232714,3.2.1.3
ENSMUSG00000031823,102193,2.3.1.225
ENSMUSG00000024325,19763,2.3.2.27
ENSMUSG00000042608,74178,2.7.11.1
ENSMUSG00000073422,14979,1.1.1.62
ENSMUSG00000073422,14979,1.1.1.239
ENSMUSG00000038072,231050,2.4.1.41
ENSMUSG00000094808,73626,3.4.21.4
ENSMUSG00000096525,100040208,3.4.21.4
ENSMUSG00000026272,11611,2.6.1.44
ENSMUSG00000026272,11611,2.6.1.45
ENSMUSG00000026272,11611,2.6.1.51
ENSMUSG00000029882,67373,3.4.21.4
ENSMUSG00000020677,78394,3.6.4.13
ENSMUSG00000042558,100206,3.2.1.143
ENSMUSG00000050931,74442,2.7.8.27
ENSMUSG00000086056,226601,1.14.13.8
ENSMUSG00000051081,226604,1.14.13.8
ENSMUSG00000026274,269224,2.7.11.1
ENSMUSG00000026560,240894,1.14.13.8
ENSMUSG00000030747,67800,2.3.1.20
ENSMUSG00000030747,67800,2.3.1.75
ENSMUSG00000052396,233549,2.3.1.22
ENSMUSG00000027646,20779,2.7.10.2
ENSMUSG00000021947,68631,1.1.1.45
ENSMUSG00000028837,26445,3.4.25.1
ENSMUSG00000001211,28169,2.3.1.51
ENSMUSG00000035896,19752,4.6.1.18
ENSMUSG00000059606,54159,4.6.1.18
ENSMUSG00000050766,53877,4.6.1.18
ENSMUSG00000025317,12352,4.2.1.1
ENSMUSG00000018648,56405,3.1.3.16
ENSMUSG00000018648,56405,3.1.3.48
ENSMUSG00000032788,216134,2.7.1.35
ENSMUSG00000026558,80914,2.7.1.48
ENSMUSG00000028794,215493,2.4.1.87
ENSMUSG00000041000,67525,2.3.2.27
ENSMUSG00000068739,20226,6.1.1.11
ENSMUSG00000026113,269180,3.1.3.66
ENSMUSG00000028789,242669,4.1.1.19
ENSMUSG00000038056,231051,2.1.1.354
ENSMUSG00000028792,11637,2.7.4.3
ENSMUSG00000028793,75234,2.3.2.31
ENSMUSG00000029376,665563,1.5.1.15
ENSMUSG00000029376,665563,3.5.4.9
ENSMUSG00000025791,72157,5.4.2.2
ENSMUSG00000006517,192156,4.1.1.33
ENSMUSG00000014470,68718,2.3.2.27
ENSMUSG00000030826,12036,2.6.1.42
ENSMUSG00000052151,50784,3.1.3.4
ENSMUSG00000045594,12091,3.2.1.23
ENSMUSG00000033554,69740,2.1.1.314
ENSMUSG00000020532,107476,6.4.1.2
ENSMUSG00000020532,107476,6.3.4.14
ENSMUSG00000020532,107476,2.1.3.15
ENSMUSG00000008461,14343,2.4.1.69
ENSMUSG00000079259,636931,2.3.2.27
ENSMUSG00000029397,68098,2.3.2.27
ENSMUSG00000020307,216150,2.3.2.23
ENSMUSG00000028145,75778,3.1.2.2
ENSMUSG00000055978,14344,2.4.1.69
ENSMUSG00000028247,230027,2.1.1.114
ENSMUSG00000028247,230027,2.1.1.64
ENSMUSG00000028148,66198,3.1.2.2
ENSMUSG00000006589,11821,2.4.2.7
ENSMUSG00000015027,50917,3.1.6.4
ENSMUSG00000026687,56752,1.2.1.47
ENSMUSG00000026687,56752,1.2.1.3
ENSMUSG00000020329,216151,2.7.7.6
ENSMUSG00000050627,333433,1.1.1.8
ENSMUSG00000034449,192970,1.1.1.62
ENSMUSG00000034449,192970,1.1.1.270
ENSMUSG00000018583,27041,5.6.2.3
ENSMUSG00000018583,27041,3.6.4.13
ENSMUSG00000026688,66447,2.5.1.18
ENSMUSG00000020694,24086,2.7.11.1
ENSMUSG00000029403,53886,2.7.11.22
ENSMUSG00000015016,257633,6.2.1.76
ENSMUSG00000051527,57775,3.4.19.12
ENSMUSG00000035890,70294,2.3.2.27
ENSMUSG00000032437,68292,2.4.99.18
ENSMUSG00000026857,66617,2.1.1.244
ENSMUSG00000037820,21817,2.3.2.13
ENSMUSG00000029169,13204,3.6.4.13
ENSMUSG00000026110,269181,2.4.1.145
ENSMUSG00000042410,228061,2.5.1.26
ENSMUSG00000019278,13479,3.4.13.19
ENSMUSG00000072941,20657,1.15.1.1
ENSMUSG00000033862,234854,2.7.11.22
ENSMUSG00000050737,64292,5.3.99.3
ENSMUSG00000038764,545622,3.1.3.48
ENSMUSG00000075270,241489,3.1.4.17
ENSMUSG00000075270,241489,3.1.4.35
ENSMUSG00000036632,66248,2.4.1.117
ENSMUSG00000075706,625249,1.11.1.12
ENSMUSG00000036892,56189,1.5.5.3
ENSMUSG00000040479,104418,2.7.1.107
ENSMUSG00000029173,211006,2.9.1.2
ENSMUSG00000029186,67073,2.7.1.67
ENSMUSG00000055373,14348,2.4.1.152
ENSMUSG00000040520,242362,3.2.1.130
ENSMUSG00000003068,20869,2.7.11.1
ENSMUSG00000028289,13841,2.7.10.1
ENSMUSG00000030849,14183,2.7.10.1
ENSMUSG00000026675,15490,1.1.1.62
ENSMUSG00000026675,15490,1.1.1.270
ENSMUSG00000057280,18198,2.7.10.1
ENSMUSG00000041130,213753,2.3.2.27
ENSMUSG00000040888,11692,1.8.3.2
ENSMUSG00000020153,75406,7.1.1.2
ENSMUSG00000026674,18214,2.7.10.1
ENSMUSG00000020150,14431,2.1.1.2
ENSMUSG00000026277,59041,2.7.11.1
ENSMUSG00000028284,26409,2.7.11.25
ENSMUSG00000075705,27361,1.8.4.12
ENSMUSG00000029410,19023,3.1.3.16
ENSMUSG00000026005,66646,5.1.3.1
ENSMUSG00000037111,73251,2.1.1.364
ENSMUSG00000026670,107652,2.7.7.23
ENSMUSG00000026670,107652,2.7.7.83
ENSMUSG00000029413,67111,3.5.1.60
ENSMUSG00000089704,108148,2.4.1.41
ENSMUSG00000026281,21915,2.7.4.9
ENSMUSG00000048696,237400,2.3.2.27
ENSMUSG00000028070,246703,5.1.99.6
ENSMUSG00000020520,171212,2.4.1.41
ENSMUSG00000026667,16589,2.7.11.1
ENSMUSG00000031608,108150,2.4.1.41
ENSMUSG00000000805,12351,4.2.1.1
ENSMUSG00000032217,93836,2.3.2.27
ENSMUSG00000038838,68915,6.1.1.9
ENSMUSG00000000804,237898,3.4.19.12
ENSMUSG00000039000,100763,2.3.2.26
ENSMUSG00000061288,330177,2.7.11.1
ENSMUSG00000026003,11363,1.3.8.8
ENSMUSG00000028381,22234,2.4.1.80
ENSMUSG00000073609,98314,1.1.99.39
ENSMUSG00000003534,12305,2.7.10.1
ENSMUSG00000047409,69274,3.1.3.16
ENSMUSG00000034000,241159,3.2.1.18
ENSMUSG00000042444,235461,3.4.19.12
ENSMUSG00000054693,11487,3.4.24.81
ENSMUSG00000034842,109979,2.4.2.31
ENSMUSG00000032207,15450,3.1.1.3
ENSMUSG00000058952,12630,3.4.21.45
ENSMUSG00000042228,17096,2.7.10.2
ENSMUSG00000027999,66350,3.1.1.4
ENSMUSG00000027997,12368,3.4.22.59
ENSMUSG00000013584,19378,1.2.1.36
ENSMUSG00000026000,14768,2.5.1.18
ENSMUSG00000002732,14231,5.2.1.8
ENSMUSG00000026854,74270,3.4.19.12
ENSMUSG00000026659,80915,3.1.3.16
ENSMUSG00000026659,80915,3.1.3.48
ENSMUSG00000078365,17451,2.7.11.1
ENSMUSG00000015697,84505,2.1.1.366
ENSMUSG00000028277,56228,2.3.2.23
ENSMUSG00000045962,232341,2.7.11.1
ENSMUSG00000025991,227231,6.3.4.16
ENSMUSG00000035769,102448,2.7.1.17
ENSMUSG00000020525,53892,3.1.3.16
ENSMUSG00000054659,242377,3.4.13.4
ENSMUSG00000028236,242285,1.1.1.105
ENSMUSG00000061393,11481,2.7.11.30
ENSMUSG00000024079,19106,2.7.11.1
ENSMUSG00000030660,18704,2.7.1.154
ENSMUSG00000031529,21951,2.4.2.30
ENSMUSG00000024070,75292,2.7.11.13
ENSMUSG00000003341,67331,7.6.2.1
ENSMUSG00000027203,110074,3.6.1.23
ENSMUSG00000024084,70536,2.3.2.5
ENSMUSG00000069873,73988,1.4.3.2
ENSMUSG00000066324,242291,3.1.3.7
ENSMUSG00000028274,24018,2.7.7.50
ENSMUSG00000028274,24018,3.6.1.74
ENSMUSG00000003346,216169,3.1.2.22
ENSMUSG00000028111,13038,3.4.22.38
ENSMUSG00000035239,50877,3.2.1.18
ENSMUSG00000038642,13040,3.4.22.27
ENSMUSG00000024158,14651,3.1.2.6
ENSMUSG00000041372,330406,2.4.1.244
ENSMUSG00000018559,67181,3.1.3.16
ENSMUSG00000031530,319520,3.1.3.16
ENSMUSG00000031530,319520,3.1.3.48
ENSMUSG00000003345,103236,2.7.11.1
ENSMUSG00000003484,72054,1.14.14.1
ENSMUSG00000025747,22171,2.1.1.45
ENSMUSG00000045316,68636,3.7.1.5
ENSMUSG00000061589,208266,2.1.1.360
ENSMUSG00000028240,13122,1.14.14.23
ENSMUSG00000030180,214899,1.14.11.67
ENSMUSG00000025745,97212,4.2.1.17
ENSMUSG00000025745,97212,1.1.1.211
ENSMUSG00000020451,16886,2.7.11.1
ENSMUSG00000028107,71807,6.1.1.3
ENSMUSG00000062209,13869,2.7.10.1
ENSMUSG00000051586,194401,1.14.13.225
ENSMUSG00000029361,18125,1.14.13.39
ENSMUSG00000037251,74653,2.7.1.183
ENSMUSG00000034902,18717,2.7.1.68
ENSMUSG00000015994,14272,2.5.1.58
ENSMUSG00000015994,14272,2.5.1.59
ENSMUSG00000028292,109093,6.1.1.19
ENSMUSG00000013878,77733,2.3.2.27
ENSMUSG00000059447,231086,2.3.1.16
ENSMUSG00000020448,193670,2.3.2.27
ENSMUSG00000041261,12319,4.2.1.1
ENSMUSG00000004127,108943,2.1.1.221
ENSMUSG00000026779,67121,2.7.11.1
ENSMUSG00000030107,24110,3.4.19.12
ENSMUSG00000040648,227399,2.7.4.24
ENSMUSG00000089992,14380,1.1.1.49
ENSMUSG00000089992,14380,1.1.1.363
ENSMUSG00000037260,52120,2.3.1.78
ENSMUSG00000034579,237625,3.1.1.4
ENSMUSG00000034570,170835,3.1.3.56
ENSMUSG00000027655,71715,3.6.4.13
ENSMUSG00000020715,78943,2.7.11.1
ENSMUSG00000030657,233781,2.4.2.26
ENSMUSG00000046213,229697,3.4.23.4
